Date,Tweet,Sentiment
2/25/2019,"The countdown has begun for #News18RisingIndia Summit 2019, 1 Hour to go!
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/xCZQOs0LDK",Neutral
2/25/2019,"The #News18RisingIndia Summit is a showcase of India’s unbounded potential as well as a celebration of its significant achievements. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/tUNLPfjS36",Positive
2/25/2019,"The countdown has begun for #News18RisingIndia Summit 2019, 2 Hours to go!

@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/bX1xzqYXn1",Neutral
2/25/2019,".@jetairways largest lender @TheOfficialSBI said that media reports on the state-run bank referring the debt-laden carrier to the #NCLT to recover loans were ""speculative"", and that no such decision had been taken.

https://t.co/qtruiawIjK",Neutral
2/25/2019,"The countdown has begun for #News18RisingIndia Summit 2019, 3 Hours to go!
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/NPGfzFtXOP",Neutral
2/25/2019,"The countdown has begun for #News18RisingIndia Summit 2019, 4 Hours to go!
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/MKmBA5bRt9",Neutral
2/25/2019,"The countdown has begun for #News18RisingIndia Summit 2019, 5 Hours to go!
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/sQ9EnkIGSH",Neutral
2/25/2019,"Their words of wisdom will enkindle you to introspect &amp; prepare for new India. Don’t miss the inaugural session of #News18RisingIndia Summit 2019. #SpiritualMantras
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SadhguruJV @ishafoundation @yogrishiramdev @prasoonjoshi_ https://t.co/q0yoMtoFZL",Positive
2/25/2019,"Their words of wisdom will enkindle you to introspect and prepare for new India. Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay tuned. #SpiritualMantras
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SadhguruJV @ishafoundation @yogrishiramdev https://t.co/89i6KCWDjc",Positive
2/24/2019,"The contest has ended, but the progress should be ongoing. Stay tuned with #News18RisingIndia Summit 2019.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/3oRsxOkuaI",Neutral
2/24/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @narendramodi  @PMOIndia https://t.co/YkjftAZvEu",Neutral
2/24/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @naralokesh https://t.co/tB2rJ8XPir",Neutral
2/24/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @rsprasad https://t.co/f8fXG9zLFP",Neutral
2/24/2019,"Stories of inspiration motivate and drive us towards accomplishing new goals. Share an image that represents “Rising India”, using #News18RisingIndia &amp; tag @CNNnews18. Last day to submit your entry. 
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV
https://t.co/nFikgq1BkJ https://t.co/05yQO5wQ9j",Positive
2/24/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @arunjaitley https://t.co/RSEV3p3dCS",Neutral
2/24/2019,"While #RIL, @TCS, #HDFCBank, @HUL_News, #ITC, @Infosys and @KotakBankLtd witnessed fall in their m-cap for the week ended on February 22, rest three -- HDFC, @TheOfficialSBI and @ICICIBank -- made gains https://t.co/LH3Vc5PasY",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/qN2wUDyMtC",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @RaoKavitha https://t.co/HfcMRoLsri",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @ianuragthakur https://t.co/mACIQ7Kidw",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @parodevi https://t.co/j2QxAvsK6i",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @RobinRaina_RRF https://t.co/gwkhDo7KSP",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
 @EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV  @desaisantosh https://t.co/WB7olcgCQO",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SinghRPN https://t.co/EorFLyoVtC",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @jairamthakurbjp https://t.co/CF7ysBf4Fn",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV #SuneetaReddy https://t.co/Zw1vsLunDs",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @amitabhk87 https://t.co/L9DDkKEf1B",Neutral
2/23/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.
@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV https://t.co/U1iukwxMvo",Neutral
2/22/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.

@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @ikamalhaasan https://t.co/4wQhJwd4eA",Neutral
2/22/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.

@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SangmaConrad https://t.co/YFIby4oJdW",Neutral
2/22/2019,"Don’t miss out on #News18RisingIndia Summit 2019. Stay Tuned.

@EbixInc @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV  @smritiirani https://t.co/ABJM08nfCo",Neutral
2/22/2019,"Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay Tuned.

@CNNNews18 @EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @divyaspandana https://t.co/CK1ra3A5Kc",Neutral
2/22/2019,"Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay Tuned.

@CNNNews18 @EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SadhguruJV @ishafoundation @yogrishiramdev @prasoonjoshi_ https://t.co/wsmfJlCj3C",Neutral
2/22/2019,"Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay Tuned.

@CNNNews18 @EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SachinPilot https://t.co/ungHueZr2H",Neutral
2/22/2019,"Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay Tuned.

@CNNNews18 @EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @OmarAbdullah https://t.co/qG778tH1ts",Neutral
2/22/2019,"The @TheOfficialSBI and @PNBIndia have agreed to provide Rs 500 crore in emergency funding to @JetAirways on a condition that the other lenders in the consortium do not object.

#JetAirways

https://t.co/60CmNPzSrG",Negative
2/20/2019,"[Partnered] Catch these leaders talk about journey that India has embarked upon in an enthralling session titled ‘Growth &amp; Gumption’ at #News18RisingIndia Summit 2019. Stay Tuned.  
@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @nitin_gadkari @rsprasad @PiyushGoyal https://t.co/AL7tM1Naq9",Neutral
2/20/2019,"[Partnered] Their words of wisdom will enkindle you to introspect and prepare for new India. Don’t miss the inaugural session of #News18RisingIndia Summit 2019. Stay Tuned. 

@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt @OfficialJioTV @SadhguruJV @yogrishiramdev https://t.co/HZeb1qVXf3",Positive
2/19/2019,[Partnered] We collectively represent d spirit of India. Capture an image of what you think represents 'Rising India' &amp; d most inspiring photos stand a chance to win exciting prizes. @CNNnews18 @EbixIndia @TheOfficialSBI #yonoSBI @UPGovt @OfficialJioTV T&amp;C https://t.co/nFikgq1BkJ https://t.co/jAif4ID9mX,Positive
2/19/2019,"@TheOfficialSBI announced a loan waiver for all 23 CRPF soldiers who were martyred in the dreadful #PulwamaTerrorAttacks: https://t.co/wqsvui3nTs

#Pulwama https://t.co/CtKuMEa7pw",Negative
2/18/2019,"Here's why @TheOfficialSBI announced an immediate waiver of all loans availed by 23 CRPF soldiers who were martyred in the dreadful #PulwamaTerrorAttacks 
https://t.co/wqsvui3nTs

#PulwamaAttack #CRPFKashmirAttack https://t.co/KwPuuFH1e9",Negative
2/18/2019,".@TheOfficialSBI announced an immediate waiver of all loans availed by 23 CRPF soldiers who were martyred in the dreadful #PulwamaTerrorAttacks 

#PulwamaAttack https://t.co/Jsp7Iuy1Kq",Negative
2/18/2019,"[Partnered] India’s top policy makers, visionaries &amp; icons from the world of sports &amp; entertainment go beyond politics to define national priorities. Catch these leaders at #News18RisingIndia Summit 2019 on Feb 25th–26th. Stay tuned. 

@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt https://t.co/KL05OZtiOG",Positive
2/18/2019,"[Partnered] Beyond Politics: Defining National Priorities
#News18RisingIndia #TapToReveal

@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt https://t.co/BtCWowIyJe",Neutral
2/17/2019,"#ITC was the only gainer from the top-10 list. #RIL, @TCS, @HDFC_Bank, @HUL_News, @Infosys, #HDFC, @KotakBankLtd, @TheOfficialSBI and @ICICIBank suffered losses for the week ended February 15
https://t.co/skei7maRZd",Neutral
2/17/2019,".@TheOfficialSBI has hired an external hand to design the programme, and started implementing it in December with the top management, including Chairman #RajnishKumar https://t.co/vjI7tOmaKz",Positive
2/16/2019,[Partnered] Excerpt from the last edition of #News18RisingIndia Summit. Tune-in to @CNNnews18 and @News18India on Feb 25th – 26th to watch leaders engage in dialogues that define national priorities. @narendramodi  @PMOIndia @EbixIndia  @TheOfficialSBI #YONOSBI https://t.co/PMwwEysIWP,Neutral
2/15/2019,"[Partnered] Beyond Politics: Defining National Priorities
#News18RisingIndia #TapToReveal

@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt https://t.co/ArmIklAAxA",Neutral
2/15/2019,"[Partnered] India’s top policy makers, visionaries &amp; icons from the world of sports &amp; entertainment go beyond politics to define national priorities. Catch these leaders at #News18RisingIndia Summit 19 on Feb 25th-26th. Stay tuned.

@EbixIndia @TheOfficialSBI #YONOSBI @UPGovt https://t.co/emOgFhtTkL",Positive
2/15/2019,"The argument that cash is coming back aggressively into the system after #demonetisation and financing informal activities may not entirely be valid.

#RBI #SBI 
https://t.co/abKAbwHFSm",Neutral
2/14/2019,"#EarningsWithMC | @jetairways board approves the resolution plan presented by @TheOfficialSBI, the lead lender of the consortium of domestic bankers. https://t.co/juASim5F1G",Neutral
2/14/2019,"The @RBI imposed penalties of Rs 5 crore on four public sector banks including @TheOfficialSBI and Corporation Bank for violation of various banking norms.

https://t.co/C8Oxl6bT4G",Neutral
2/11/2019,"With an increasing number of #banking frauds, @TheOfficialSBI is creating awareness amongst customers to prevent such instances through alerts.

#SBI #Skimming

https://t.co/c4xQhTTtjF",Neutral
2/5/2019,"#JustIn | The #ED has filed a reply in PMLA Court on #SBI's plea seeking confiscation of properties. The hearing on matter related to @TheVijayMallya is adjourned to 13 March.

#VijayMallya https://t.co/hrpKrz7Pod",Neutral
2/4/2019,"India's largest bank State Bank of India (@TheOfficialSBI) has quashed all media reports about a critical data leakage in its data center.

https://t.co/Rc0Hz2vfXz",Negative
2/4/2019,".@MGmotor India said it has joined hands with @TheOfficialSBI to provide wholesale inventory finance to its dealers through the bank's advanced electronic lending product.

https://t.co/ytXAioScs2",Positive
2/3/2019,"RIL, HUL, ITC and Infosys were the other gainers, while HDFC Bank, HDFC, SBI, Kotak Mahindra Bank and ICICI Bank suffered losses in their valuation. https://t.co/TtB0uHpo2n",Negative
2/1/2019,"@TheOfficialSBI has clarified that the reports of data leak have been 'thoroughly investigated' and they would like to assure its customers that 'their #data is safe and secure'.

#SBI #DataLeak",Positive
2/1/2019,"#EarningsWithMC | State Bank of India has reported profit at Rs 3,955 crore for October-December quarter, driven by sharp fall in provisions and NII growth.

@TheOfficialSBI 
https://t.co/009Lb6YwMU",Negative
2/1/2019,"#EarningsWithMC |  @TheOfficialSBI announces fresh slippages, down 58% QoQ. https://t.co/vhYhpyTPAn",Positive
2/1/2019,"#EarningsWithMC | @TheOfficialSBI releases Q3 results. Net interest income during the quarter grew by 21.4% year-on-year to Rs 22,691 crore with loan growth of 12.1% (YoY) and 4.6% (QoQ). https://t.co/0YBzcLltbl",Neutral
2/1/2019,#EarningsWithMC |  @TheOfficialSBI releases Q3 results. Gross NPA at 8.71% vs 9.95% (QoQ); Net NPA at 3.95% vs 4.84% (QoQ) https://t.co/bKfXYnqBsz,Neutral
2/1/2019,"#EarningsWithMC |  @TheOfficialSBI releases Q3 results. Net profit at Rs 3,955 crore https://t.co/Rn5LBnpxA9",Neutral
2/1/2019,"#EarningsWithMC | @TheOfficialSBI, the country's largest lender, is expected to report a strong profit for the quarter ended December 2018, driven by operating income and NII

#SBI #StateBankofIndia
https://t.co/vDq2lK4Ce7",Positive
1/28/2019,.@sarbanandsonwal also handed over a cheque bearing the state governments contribution to the scheme to the SBI so that the bank in turn can credit the subsidy to the beneficiary account https://t.co/HNy0hmoE3W,Neutral
1/28/2019,""" @TheOfficialSBI is the lead lender with more than 50 per cent share in the consortium,"" a statement by @HPCL said. ""This is one of the largest project debt syndications in India,"" the company added.
https://t.co/l6ugtFVeuG",Positive
1/22/2019,"The government should opt for the unconditional cash transfer to farmers to alleviate agrarian distress rather than Universal Basic Income (UBI) scheme, the @TheOfficialSBI said in a report.
https://t.co/P2jPWxvNXL",Neutral
1/20/2019,".@TheOfficialSBI states lenders awaiting @SEBI_India decision on @EtihadAirways offer for @jetairways
https://t.co/1KePjBs4ls",Neutral
1/19/2019,".@TheOfficialSBI on January 19 said Hitachi Payment Services (HPY) has agreed to pick up 26 per cent stake in SBI Payment Services Private Limited (SPSPL), a card acceptance and digital payment platform. 
https://t.co/OIX4R4ni2S",Negative
1/19/2019,"The country's largest lender @TheOfficialSBI on January 19 said it has raised $1.25 billion through bonds from overseas market.
https://t.co/nNhdPeg4nP",Neutral
1/18/2019,"Quick Take | Time is money. @TheOfficialSBI's sale of @Essar loans shows #IBC has not learnt this lesson (via @WritesRavi) https://t.co/heChnyFu9k 

#MCopinion",Positive
1/17/2019,"Apart from a no-cost EMI payment option, discount through exchange offers and vouchers, @Flipkart is also offering an additional 10% Instant Discount for SBI credit card users. Flipkart Plus users will also receive early access to the sale https://t.co/kRZq1DpVGX",Positive
1/17/2019,"#CNBCTV18IBLA | Guests have started arriving at the venue as @CNBCTV18News India Business Leader Awards, presented by @StanChartIN, is about to begin shortly. #StayTuned to witness the #LeadersOfChange

@TheOfficialSBI @jayantsinha @ShereenBhan @gaurgopald https://t.co/6c2lyE7DDW",Neutral
1/17/2019,".@TheOfficialSBI's statement comes amid increasing prospects of a bailout by major shareholder @EtihadAirways https://t.co/Qf6j20JbCG 

#JetAirways",Positive
1/16/2019,".@TheOfficialSBI said the resolution plan for the recovery of non-performing asset (NPA) has been approved and filed in NCLT Ahmedabad, according to which the minimum recovery to the bank is Rs 11,313.42 crore https://t.co/ROUhctLhAM",Neutral
1/9/2019,"Domestic lenders led by State Bank of India (@TheOfficialSBI) have proposed a $900-million resolution plan, comprising fresh equity infusion and restructuring of $450 million of its #loans

@jetairways 
https://t.co/5ktj9JlPtX",Positive
1/5/2019,"Among the top 10 MFs, only HDFC MF, SBI and Kotak Mahindra MF recorded an increase in their assets while the remaining fund houses saw a decline in their AUM, writes @HimadriBuch https://t.co/DfsXkXWH6G",Positive
1/5/2019,"@jetairways close to securing Rs 1,500 crore loan from #SBI: Report

Read more: https://t.co/zruiJWKtGy https://t.co/eKj5xj5IFf",Positive
1/2/2019,"Debt-laden @jetairways has delayed the payment to a consortium of Indian banks, led by @TheOfficialSBI, the airline said late on Tuesday
https://t.co/SsePpHzCn4",Negative
12/31/2018,".@TheOfficialSBI is giving its customers the upgrade for free if they apply by December 31, 2018
https://t.co/3mrwiXxrWx",Positive
12/31/2018,"Loss-making carrier @jetairways is in discussions with the @TheOfficialSBI for raising Rs 1,500 crore short-term loan to meet its working capital requirement and some payment obligations, a source said
https://t.co/2pHNNFvCqc",Neutral
12/26/2018,"#MarketsWithMC | National Fertilizers shares rallied 3% intraday after the company signed #loan agreement with country's largest lender @TheOfficialSBI 

https://t.co/CEQ5zwBbWu",Neutral
12/14/2018,"Country's largest lender @TheOfficialSBI has ordered a forensic audit of @jetairways' books, which has been grappling with financial woes for many months

https://t.co/BFPPmmFllk",Positive
12/14/2018,"SBI Holdings said that it has sold all its allotted shares in @SoftBank Group Corp's soon-to-list domestic telco, underscoring strong retail demand for the shares.

https://t.co/rPi88hp2Ka",Positive
12/13/2018,"UPDATE: New RBI Governor #ShaktikantaDas's one-on-one meeting with PSU bankers has concluded. @rkumar1958 of @TheOfficialSBI, top brass of @pnbindia, @UnionBankTweets, @IDBI_Bank were among the attendees. More updates soon (via @talktotarun) 
@DasShaktikanta",Positive
12/11/2018,"#ShaktikantaDas is new RBI Governor, @TheOfficialSBI's @rkumar1958 reacts. 

Read more about what luminaries said on his appointment: https://t.co/DPgVtKrpqp https://t.co/tfX9mIorz4",Positive
12/11/2018,"Country's largest lender @TheOfficialSBI said extradition of #VijayMallya from the UK to #India will speed up the recovery of over Rs 9,000 crore of loans
https://t.co/Z74VeD6MH1",Neutral
12/10/2018,"SWIFT India is a joint venture of top Indian public and private sector banks and #SWIFT (Society for Worldwide Interbank Financial Telecommunication).

 #ArundhatiBhattacharya #SBI 
https://t.co/XfvDm8eZ6z",Positive
12/7/2018,".@TheOfficialSBI said it has received shareholders' approval to raise up to Rs 20,000 crore through sale of shares. 

https://t.co/sLhWPQjm1d",Neutral
12/7/2018,"“We have been fighting to recover the dues for over 15 to 16 months and even attempted to find a resolution for the #steel company outside of the insolvency,” says Rajnish Kumar, @TheOfficialSBI Chairman (via @BeenaParmar)

#EssarSteel 
https://t.co/K38wLSGtfo",Neutral
12/4/2018,"Currently, SBI, ICICI Securities Primary Dealership, Reliance Capital, HSBC AMC and UTI AMC are fund managers of the EPFO https://t.co/0JVsXOPXIc",Positive
12/1/2018,.@TheOfficialSBI had informed #NPCI of its intention to discontinue #Aadhaar enabled payment system purportedly based on the understanding that it may be in violation of the #SupremeCourt judgement https://t.co/5NAjsVDfq1,Neutral
11/30/2018,"The @sbigeneral currently holds 70% stake in SBI General Insurance, with 26 percent in held by international joint venture partner AIG International  https://t.co/wEPkjKua12",Positive
11/28/2018,"Ahead of the @RBI monetary policy review on December 5, @TheOfficialSBI  has hiked #interestrates on fixed deposits (FD) by 5-10 basis points for select tenors

#RBI #SBI #personalfinance #financialplanning 

https://t.co/BgmrmRr2Ke",Positive
11/26/2018,"The #GDP growth in the September quarter is expected to decelerate to 7.5-7.6% over the previous three-month period mainly due to slowdown in #rural demand: #SBI research report 

https://t.co/3mYJEHOHNN",Negative
11/23/2018,"The European Investment Bank (@EIB) said that it will increase its support for #India's wind energy projects by expanding the existing lending programmes with @TheOfficialSBI.
https://t.co/LV4L1MMzbf",Neutral
11/20/2018,"#SBICAPVentures (SVL), an alternative asset manager and a wholly owned subsidiary of @TheOfficialSBI Capital Markets, launched two funds for the small and medium enterprises (SMEs) and affordable housing sectors.
https://t.co/eoADZBSfWP",Negative
11/18/2018,"The gainers' list included @HDFC_Bank
, HUL, @ICICIBank , @TheOfficialSBI  and @KotakBankLtd https://t.co/M5Ndsa2tYj",Neutral
11/16/2018,"""The rules and regulations are in place. Many prudent practices may not be prescribed by the regulator but can be adopted by #NBFCs"" says Dinesh Khara, MD, @TheOfficialSBI at #WealthCreatorAwards 

WATCH Live: https://t.co/PFsFp5wG8f https://t.co/paDMfqndkP",Positive
11/16/2018,"Panel discussion at #WealthCreatorAwards | ""#NBFC-s are an important part of the financial system. Banks are not averse to lending, we are evaluating portfolios and supporting accordingly,"" says Dinesh Khara, MD, @TheOfficialSBI

Live updates: https://t.co/JusOqe3bel https://t.co/6jDfhcvzQR",Positive
11/15/2018,"The largest public sector bank, @TheOfficialSBI assured the financial sector of no liquidity crisis in the Non-Banking Financial Companies (NBFCs) sector.

 #Economy #India #RBI #SBI

https://t.co/zaHRqcT8HL",Neutral
11/7/2018,"Indian norms on PCA, capital are conservative, rule-based: SBI report https://t.co/4m1gT2xBvs",Neutral
11/6/2018,"Ideas for Profit: End to asset quality woes in sight; @TheOfficialSBI a long term buy (via @nehadave01)
Read more: https://t.co/dSTiS2rl3I https://t.co/z5RanYAYWT",Positive
11/6/2018,"A Mumbai court has acquitted nine people, including Ashwin Mehta, brother of 1992 securities scam kingpin #HarshadMehta, in a case of duping the State Bank of India (@TheOfficialSBI) to the tune of Rs 105 crore.
https://t.co/8mCdFkGX0O",Neutral
11/6/2018,"""Consumer credit and housing loan continues to grow decently along with pick up in #agriculture and SME (small-to-medium enterprise),"" says Rajnish Kumar, chairman, @TheOfficialSBI in an interview with @CNBCTV18Live https://t.co/JhdoSRIjSt",Positive
11/6/2018,#EarningsWithMC | @TheOfficialSBI pared gains a day after it reported 40% year-on-year (YoY) fall in the net profit to Rs 944 crore. https://t.co/9NjWI2gK3C,Neutral
11/6/2018,"OPENING BELL | #Sensex opens 100 points higher, #Nifty above 10,550; SBI up 1%
Read more at https://t.co/wb3ewFatTJ https://t.co/o8QSDzznlP",Positive
11/5/2018,"#EarningWithMC |  @TheOfficialSBI Q2 profit falls 40% YoY to Rs 944.9 crore; asset quality improves. Read more: https://t.co/sCfdrXKnxm

#SBI https://t.co/wTndqZ0rXP",Positive
11/5/2018,"#EarningsWithMC | @TheOfficialSBI's Q2FY19 Net NPA At 4.84% Vs 5.29% (QoQ);
Gross NPA At 9.95% Vs 10.69% (QoQ)

#SBI https://t.co/rIVI9l67tR",Neutral
11/5/2018,"#EarningsWithMC | @TheOfficialSBI's Q2FY19 Net Profit declines 40%, (YoY) https://t.co/ASZ8GqExZ4",Neutral
11/5/2018,"#MarketsWithMC | #Sensex trades lower, #Nifty around 10,500; SBI up 2% ahead of Q2 results.

For more live updates:  https://t.co/wuO7lhYtcQ https://t.co/7GZ1dpILdc",Positive
11/5/2018,"#EarningsWithMC |  Country's largest lender @TheOfficialSBI is expected to register more than 50% fall in the second quarter profit compared to year-ago.
https://t.co/JWtLgpzryV",Positive
11/4/2018,"The @TheOfficialSBI has put up 11 NPAs for sale to ARCs and financial companies to recover dues of nearly Rs 1,019 crore
https://t.co/DdDme1H0bm",Positive
11/3/2018,"This is the best time to buy gold as sentiment is not good, Navneet Munot, Chief Information Officer, SBI Mutual Fund said https://t.co/EI5icdeb8c",Positive
11/1/2018,".@TheOfficialSBI had taken the company to #bankruptcy courts last year after Uttam Galva defaulted on debt repayments. The public sector bank is the lead lender to #UttamGalva, which had debts of about Rs 6,000 crore
(via @prince0879)
https://t.co/BNerlDN2uA",Neutral
10/31/2018,.@TheOfficialSBI halves daily #ATM withdrawal to Rs 20K for certain card holders from October 31. Read more: https://t.co/KcJjxOjBJm https://t.co/mUQCVLLvHq,Positive
10/30/2018,"#ILFSCrisis | Did @TheOfficialSBI, @LICIndiaForever, @centralbank_in nominees apprise companies of IL&amp;FS mismanagement? #MCA may seek probe
(via @talktotarun)
Read more: https://t.co/cv9jC74ZTs 

#ILFS #ILFSMess https://t.co/PSiN017Zik",Positive
10/30/2018,"In wake of the #ILFS crisis, efforts are underway by the Indian government, @RBI as well as @TheOfficialSBI to try and stabilise the system “very quickly”, and things are likely to return to normal in a couple of weeks, SBI Chairman Rajnish Kumar said
https://t.co/jwOHMg4mXS",Positive
10/29/2018,"Country's largest lender @TheOfficialSBI and payments solution provider #Hitachi Payment Services India entered into an agreement to form a joint venture for establishing a card acceptance and #digitalpayment platform.
https://t.co/0ldAt9YZIV",Neutral
10/29/2018,Indian #banks on top of situation over #NPA problem: @TheOfficialSBI Chairman Rajnish Kumar. Read more: https://t.co/QUJyt3w0EA https://t.co/Q5lR8MZ1TZ,Positive
10/29/2018,"""The initial results that have started coming in September, it seems that many banks are returning to #profit,"" says Rajnish Kumar, Chairman of @TheOfficialSBI 
https://t.co/50mcdO8UIZ",Positive
10/28/2018,"@HDFCBank_Cares, ITC, @HUL_News, @TheOfficialSBI and @KotakBankLtd closed the week with losses in their valuation https://t.co/Cs9FRw5wdr",Negative
10/24/2018,".@TheOfficialSBI said in a public notice that it wants to appoint an adviser to deal with separate resolution professionals (RPs) and prospective bidders for 15 Videocon group companies that have been referred to the National Company Law Tribunal (#NCLT).
https://t.co/w8j2lbEDtZ",Positive
10/24/2018,"Fake #bank apps may have stolen data of thousands of customers: Report
Read more: https://t.co/yASWF1UGZb

@TheOfficialSBI @ICICIBank @Citi @AxisBank https://t.co/mJ7sIWOox8",Neutral
10/22/2018,"The country's largest bank @TheOfficialSBI said it seeks to raise up to Rs 25,000 crore during the current financial year, including up to Rs 5,000 crore through bonds to meet #capital adequacy norms.
https://t.co/TvAKL220Cx",Neutral
10/17/2018,"A research report by India's largest bank SBI said the #Rupee depreciation has neither helped in improving exports nor in slowing imports, leading to an incremental trade deficit of $4 billion in the first half of the current fiscal.
https://t.co/t0XWwp0pbZ",Positive
10/12/2018,".@TheOfficialSBI , the country's largest lender, sees its provision for bad #loans remaining high for at least the next two quarters, after which it will start softening as it steps up efforts to improve asset quality, its chairman said
https://t.co/Bntp9p9CXN",Negative
10/11/2018,"Non-banking finance companies started bleeding again after seeing a sharp rally in previous session due to report saying @TheOfficialSBI will purchase #loan assets worth up to Rs 45,000 crore from #NBFCs.
https://t.co/nf5giJak5J",Negative
10/10/2018,"The market made a strong comeback on Wednesday as Nifty50 traded sharply higher throughout the session and reclaimed 10,450 levels. The rally was driven by financial space after SBI decided to purchase loan assets worth up to Rs 45,000 crore from NBFCs.
https://t.co/Wlct3z1ar0",Positive
10/10/2018,"The #Nifty50 after gap up opening continued to inch higher as the day progressed and reclaimed 10,450 levels, driven by financial space after @TheOfficialSBI decided to purchase loan assets worth up to Rs 45,000 crore from NBFCs.
https://t.co/uYIaZsyl3x",Positive
10/9/2018,"A consortium of lenders led by the State Bank of India (@TheOfficialSBI) has sought expressions of interest (EoIs) from companies to buy oil and gas assets of VOVL (#Videocon Oil Ventures)  in #Brazil, #Indonesia, and #EastTimor
https://t.co/eSFQQ9QD6l",Neutral
10/2/2018,"#SBI Chairman Rajnish Kumar has said that once the 'clean up' in the financial sector is complete, the health of the banking, financial services and insurance sector will improve. https://t.co/BpW1GJW9gT",Positive
10/1/2018,".@TheOfficialSBI has cut its #ATM cash withdrawal limit from Rs 40,000 per day to Rs 20,000 per day
https://t.co/42LMbhMP8r",Neutral
